actor_1_name,actor_2_name,actor_3_name,comb,director_name,genres,movie_title
James Marsden,Ben Schwartz,Tika Sumpter,James Marsden Ben Schwartz Tika Sumpter Jeff Fowler Action Fantasy Comedy Family Adventure Science Fiction,Jeff Fowler,Action Fantasy Comedy Family Adventure Science Fiction,sonic the hedgehog
Michael Peña,Maggie Q,Lucy Hale,Michael Peña Maggie Q Lucy Hale Jeff Wadlow Horror Fantasy Adventure Mystery,Jeff Wadlow,Horror Fantasy Adventure Mystery,fantasy island
Issa Rae,Lakeith Stanfield,Chelsea Peretti,Issa Rae Lakeith Stanfield Chelsea Peretti Stella Meghie Drama Romance,Stella Meghie,Drama Romance,the photograph
Julia Louis-Dreyfus,Will Ferrell,Miranda Otto,"Julia Louis-Dreyfus Will Ferrell Miranda Otto Nat Faxon, Jim Rash Drama Comedy","Nat Faxon, Jim Rash",Drama Comedy,downhill
Drew Van Acker,Poppy Delevingne,Natasha Bassett,Drew Van Acker Poppy Delevingne Natasha Bassett Drew Mylrea Action Adventure Comedy,Drew Mylrea,Action Adventure Comedy,spy intervention
Andrea Riseborough,Tahar Rahim,Zoe Kazan,Andrea Riseborough Tahar Rahim Zoe Kazan Lone Scherfig Drama,Lone Scherfig,Drama,the kindness of strangers
Harrison Ford,Omar Sy,Cara Gee,Harrison Ford Omar Sy Cara Gee Chris Sanders Adventure Family Drama,Chris Sanders,Adventure Family Drama,the call of the wild
Anne Hathaway,Ben Affleck,Rosie Perez,"Anne Hathaway Ben Affleck Rosie Perez Dee Rees (director, screenplay); Marco Villalobos (screenplay); Anne Hathaway, Ben Affleck, Rosie Perez, Edi Gathegi, Mel Rodriguez, Toby Jones, Willem Dafoe Drama Thriller","Dee Rees (director, screenplay); Marco Villalobos (screenplay); Anne Hathaway, Ben Affleck, Rosie Perez, Edi Gathegi, Mel Rodriguez, Toby Jones, Willem Dafoe",Drama Thriller,the last thing he wanted
Katie Holmes,Owain Yeoman,Christopher Convery,Katie Holmes Owain Yeoman Christopher Convery William Brent Bell Horror Mystery Thriller,William Brent Bell,Horror Mystery Thriller,brahms: the boy ii
Anya Taylor-Joy,Johnny Flynn,Josh O'Connor,Anya Taylor-Joy Johnny Flynn Josh O'Connor Autumn de Wilde Comedy Romance,Autumn de Wilde,Comedy Romance,emma
Tye Sheridan,Ana de Armas,Helen Hunt,Tye Sheridan Ana de Armas Helen Hunt Michael Cristofer Thriller Crime Drama,Michael Cristofer,Thriller Crime Drama,the night clerk
Brian Quinn,Joe Gatto,Sal Vulcano,Brian Quinn Joe Gatto Sal Vulcano Chris Henchy Comedy,Chris Henchy,Comedy,impractical jokers: the movie
Elisabeth Moss,Aldis Hodge,Storm Reid,Elisabeth Moss Aldis Hodge Storm Reid Leigh Whannell Thriller Science Fiction Horror,Leigh Whannell,Thriller Science Fiction Horror,the invisible man
Elle Fanning,Justice Smith,Alexandra Shipp,Elle Fanning Justice Smith Alexandra Shipp Brett Haley Romance Drama,Brett Haley,Romance Drama,all the bright places
Daniel Radcliffe,Samara Weaving,Natasha Liu Bordizzo,Daniel Radcliffe Samara Weaving Natasha Liu Bordizzo Jason Lei Howden Comedy Action,Jason Lei Howden,Comedy Action,guns akimbo
Tom Holland,Chris Pratt,Julia Louis-Dreyfus,Tom Holland Chris Pratt Julia Louis-Dreyfus Dan Scanlon Family Animation Adventure Comedy Fantasy,Dan Scanlon,Family Animation Adventure Comedy Fantasy,onward
Ben Affleck,Al Madrigal,Michaela Watkins,Ben Affleck Al Madrigal Michaela Watkins Gavin O'Connor Drama,Gavin O'Connor,Drama,the way back
Mark Wahlberg,Winston Duke,Alan Arkin,Mark Wahlberg Winston Duke Alan Arkin Peter Berg Comedy Action Thriller,Peter Berg,Comedy Action Thriller,spenser confidential
Anthony Mackie,Nicholas Hoult,Nia Long,Anthony Mackie Nicholas Hoult Nia Long George Nolfi Drama,George Nolfi,Drama,the banker
Claes Bang,Elizabeth Debicki,Mick Jagger,Claes Bang Elizabeth Debicki Mick Jagger Giuseppe Capotondi Thriller,Giuseppe Capotondi,Thriller,the burnt orange heresy
Haley Bennett,Austin Stowell,Elizabeth Marvel,Haley Bennett Austin Stowell Elizabeth Marvel Carlo Mirabella-Davis Drama History Thriller Crime,Carlo Mirabella-Davis,Drama History Thriller Crime,swallow
John Magaro,Orion Hall,René Auberjonois,John Magaro Orion Hall René Auberjonois Kelly Reichardt Drama Western,Kelly Reichardt,Drama Western,first cow
Vin Diesel,Eiza González,Sam Heughan,Vin Diesel Eiza González Sam Heughan Dave S. F. Wilson Action Science Fiction,Dave S. F. Wilson,Action Science Fiction,bloodshot
Betty Gilpin,Ike Barinholtz,Amy Madigan,Betty Gilpin Ike Barinholtz Amy Madigan Craig Zobel Action Thriller Horror,Craig Zobel,Action Thriller Horror,the hunt
KJ Apa,Britt Robertson,Shania Twain,KJ Apa Britt Robertson Shania Twain Erwin Brothers Music Drama Romance,Erwin Brothers,Music Drama Romance,i still believe
Amy Ryan,Thomasin McKenzie,Lola Kirke,Amy Ryan Thomasin McKenzie Lola Kirke Liz Garbus Drama Mystery Thriller History,Liz Garbus,Drama Mystery Thriller History,lost girls
Grace VanderWaal,Graham Verchere,Giancarlo Esposito,Grace VanderWaal Graham Verchere Giancarlo Esposito Julia Hart Comedy Romance Music Drama,Julia Hart,Comedy Romance Music Drama,stargirl
Javier Bardem,Elle Fanning,Laura Linney,Javier Bardem Elle Fanning Laura Linney Sally Potter Drama,Sally Potter,Drama,the roads not taken
Sidney Flanigan,Talia Ryder,Theodore Pellerin,Sidney Flanigan Talia Ryder Theodore Pellerin Eliza Hittman Drama,Eliza Hittman,Drama,never rarely sometimes always
Pete Davidson,Griffin Gluck,Jon Cryer,Pete Davidson Griffin Gluck Jon Cryer Jason Orley Comedy,Jason Orley,Comedy,big time adolescence
Simon Pegg,Juno Temple,Alexandra Daddario,Simon Pegg Juno Temple Alexandra Daddario Katharine O'Brien Drama,Katharine O'Brien,Drama,lost transmissions
Jesse Eisenberg,Ed Harris,Clémence Poésy,Jesse Eisenberg Ed Harris Clémence Poésy Jonathan Jakubowicz War History Drama,Jonathan Jakubowicz,War History Drama,resistance
Mamoudou Athie,Courtney B. Vance,Niecy Nash,Mamoudou Athie Courtney B. Vance Niecy Nash Prentice Penny Drama Comedy,Prentice Penny,Drama Comedy,uncorked
Ed Helms,Taraji P. Henson,Betty Gilpin,Ed Helms Taraji P. Henson Betty Gilpin Michael Dowse Comedy Action Crime,Michael Dowse,Comedy Action Crime,coffee & kareem
Anna Kendrick,Justin Timberlake,Rachel Bloom,Anna Kendrick Justin Timberlake Rachel Bloom Walt Dohrn Family Animation Comedy Fantasy Adventure Music,Walt Dohrn,Family Animation Comedy Fantasy Adventure Music,trolls world tour
Olivia Munn,Sam Claflin,Freida Pinto,Olivia Munn Sam Claflin Freida Pinto Dean Craig Comedy Romance,Dean Craig,Comedy Romance,love wedding repeat
Seth Carr,Tichina Arnold,Ken Marino,Seth Carr Tichina Arnold Ken Marino Jay Karas Family Comedy,Jay Karas,Family Comedy,the main event
Alexandra Daddario,Keean Johnson,Logan Miller,Alexandra Daddario Keean Johnson Logan Miller Marc Meyers Horror Thriller,Marc Meyers,Horror Thriller,we summon the darkness
Leslie Bibb,Josh Duhamel,Nora Dunn,Leslie Bibb Josh Duhamel Nora Dunn Vicky Wight Romance,Vicky Wight,Romance,the lost husband
Cody Renee Cameron,Russell Coker,Robin Sydney,Cody Renee Cameron Russell Coker Robin Sydney Charles Band Horror Comedy,Charles Band,Horror Comedy,corona zombies
Wagner Moura,Ana de Armas,Garret Dillahunt,Wagner Moura Ana de Armas Garret Dillahunt Greg Barker Drama,Greg Barker,Drama,sergio
Will Forte,Maya Rudolph,Alessia Cara,Will Forte Maya Rudolph Alessia Cara Kris Pearn Animation Comedy Family,Kris Pearn,Animation Comedy Family,the willoughbys
Chris Hemsworth,Rudhraksh Jaiswal,Randeep Hooda,Chris Hemsworth Rudhraksh Jaiswal Randeep Hooda Sam Hargrave Drama Action Thriller,Sam Hargrave,Drama Action Thriller,extraction
Tom Felton,Tammin Sursok,Wendi McLendon-Covey,Tom Felton Tammin Sursok Wendi McLendon-Covey Sean McEwen Drama Comedy,Sean McEwen,Drama Comedy,braking for whales
Hugh Jackman,Allison Janney,Geraldine Viswanathan,Hugh Jackman Allison Janney Geraldine Viswanathan Cory Finley Drama Crime History TV Movie,Cory Finley,Drama Crime History TV Movie,bad education
Camila Mendes,Jessie T. Usher,Jamie Chung,Camila Mendes Jessie T. Usher Jamie Chung Michael Scott Thriller,Michael Scott,Thriller,dangerous lies
Ashton Sanders,Jeffrey Wright,Yahya Abdul-Mateen II,Ashton Sanders Jeffrey Wright Yahya Abdul-Mateen II Joe Robert Cole Drama,Joe Robert Cole,Drama,all day and a night
John-Paul Howard,Piper Curda,Zarah Mahler,John-Paul Howard Piper Curda Zarah Mahler The Pierce Brothers Horror Mystery Thriller,The Pierce Brothers,Horror Mystery Thriller,the wretched
Leah Lewis,Daniel Diemer,Alexxis Lemire,Leah Lewis Daniel Diemer Alexxis Lemire Alice Wu Comedy Romance,Alice Wu,Comedy Romance,the half of it
Liam Hemsworth,Clark Duke,Michael Kenneth Williams,Liam Hemsworth Clark Duke Michael Kenneth Williams Clark Duke Crime Thriller,Clark Duke,Crime Thriller,arkansas
Jessica Rothe,Josh Whitehouse,Mae Whitman,Jessica Rothe Josh Whitehouse Mae Whitman Rachel Lee Goldenberg Comedy Romance,Rachel Lee Goldenberg,Comedy Romance,valley girl
Tom Hardy,Linda Cardellini,Jack Lowden,Tom Hardy Linda Cardellini Jack Lowden Josh Trank Crime Drama,Josh Trank,Crime Drama,capone
David Spade,Lauren Lapkus,Geoff Pierson,David Spade Lauren Lapkus Geoff Pierson Tyler Spindel Comedy Romance,Tyler Spindel,Comedy Romance,the wrong missy
Will Forte,Mark Wahlberg,Jason Isaacs,Will Forte Mark Wahlberg Jason Isaacs Tony Cervone Animation Family Comedy Adventure,Tony Cervone,Animation Family Comedy Adventure,scoob!
Tom Berenger,Kristen Hager,Mark Sivertsen,Tom Berenger Kristen Hager Mark Sivertsen John Barr Thriller Crime Drama Action,John Barr,Thriller Crime Drama Action,blood and money
Mary J. Blige,Nat Wolff,David Zayas,Mary J. Blige Nat Wolff David Zayas Malik Vitthal Horror Thriller Mystery,Malik Vitthal,Horror Thriller Mystery,body cam
Issa Rae,Kumail Nanjiani,Paul Sparks,Issa Rae Kumail Nanjiani Paul Sparks Michael Showalter Comedy Action Romance,Michael Showalter,Comedy Action Romance,the lovebirds
Lily Collins,Simon Pegg,Chace Crawford,Lily Collins Simon Pegg Chace Crawford Vaughn Stein Thriller,Vaughn Stein,Thriller,inheritance
Dakota Johnson,Tracee Ellis Ross,Kelvin Harrison Jr.,Dakota Johnson Tracee Ellis Ross Kelvin Harrison Jr. Nisha Ganatra Romance Comedy Music Drama,Nisha Ganatra,Romance Comedy Music Drama,the high note
Elisabeth Moss,Michael Stuhlbarg,Odessa Young,Elisabeth Moss Michael Stuhlbarg Odessa Young Josephine Decker Drama Thriller,Josephine Decker,Drama Thriller,shirley
Édgar Ramírez,Anna Brewster,Michael Pitt,Édgar Ramírez Anna Brewster Michael Pitt Olivier Megaton Action Crime Thriller,Olivier Megaton,Action Crime Thriller,the last days of american crime
Lulu Wilson,Kevin James,Joel McHale,"Lulu Wilson Kevin James Joel McHale Jonathan Milott, Cary Murnion Thriller Crime Horror","Jonathan Milott, Cary Murnion",Thriller Crime Horror,becky
Delroy Lindo,Jonathan Majors,Clarke Peters,Delroy Lindo Jonathan Majors Clarke Peters Spike Lee War Drama,Spike Lee,War Drama,da 5 bloods
Ferdia Shaw,Lara McDonnell,Josh Gad,Ferdia Shaw Lara McDonnell Josh Gad Kenneth Branagh Adventure Fantasy Science Fiction Family Action,Kenneth Branagh,Adventure Fantasy Science Fiction Family Action,artemis fowl
Pete Davidson,Marisa Tomei,Bill Burr,Pete Davidson Marisa Tomei Bill Burr Judd Apatow Comedy Drama,Judd Apatow,Comedy Drama,the king of staten island
Chad Michael Collins,Tom Berenger,Sayaka Akimoto,Chad Michael Collins Tom Berenger Sayaka Akimoto Kaare Andrews Action,Kaare Andrews,Action,sniper: assassin's end
Penélope Cruz,Édgar Ramírez,Gael García Bernal,Penélope Cruz Édgar Ramírez Gael García Bernal Olivier Assayas Drama History Thriller,Olivier Assayas,Drama History Thriller,wasp network
Elissa Down (director); Sofia Carson,Enrico Colantoni,Wolfgang Novogratz,Elissa Down (director); Sofia Carson Enrico Colantoni Wolfgang Novogratz Elissa Down Comedy Music Drama,Elissa Down,Comedy Music Drama,feel the beat
Will Ferrell,Rachel McAdams,Dan Stevens,Will Ferrell Rachel McAdams Dan Stevens David Dobkin Comedy Music,David Dobkin,Comedy Music,eurovision song contest: the story of fire saga
Steve Carell,Chris Cooper,Mackenzie Davis,Steve Carell Chris Cooper Mackenzie Davis Jon Stewart Comedy Drama,Jon Stewart,Comedy Drama,irresistible
Dave Bautista,Chloe Coleman,Kristen Schaal,Dave Bautista Chloe Coleman Kristen Schaal Peter Segal Family Action Comedy,Peter Segal,Family Action Comedy,my spy
Eric Edelstein,Bobby Moynihan,Demetri Martin,Eric Edelstein Bobby Moynihan Demetri Martin Daniel Chong Animation Adventure Family Comedy TV Movie,Daniel Chong,Animation Adventure Family Comedy TV Movie,we bare bears: the movie
Thomas Kail (director); Lin-Manuel Miranda,Phillipa Soo,Leslie Odom Jr.,Thomas Kail (director); Lin-Manuel Miranda Phillipa Soo Leslie Odom Jr. Thomas Kail History Drama,Thomas Kail,History Drama,hamilton
Emily Mortimer,Robyn Nevin,Bella Heathcote,Emily Mortimer Robyn Nevin Bella Heathcote Natalie Erika James Horror Drama Mystery Thriller,Natalie Erika James,Horror Drama Mystery Thriller,relic
Anna Camp,Robbie Amell,Nasim Pedrad,Anna Camp Robbie Amell Nasim Pedrad LP Comedy Romance,LP,Comedy Romance,desperados
Charlize Theron,KiKi Layne,Marwan Kenzari,Charlize Theron KiKi Layne Marwan Kenzari Gina Prince-Bythewood Action Fantasy,Gina Prince-Bythewood,Action Fantasy,the old guard
Adam Copeland,Kelsey Grammer,Thomas Jane,Adam Copeland Kelsey Grammer Thomas Jane Andrew Lawrence Action Crime,Andrew Lawrence,Action Crime,money plane
Tom Hanks,Stephen Graham,Rob Morgan,Tom Hanks Stephen Graham Rob Morgan Aaron Schneider War Action Drama,Aaron Schneider,War Action Drama,greyhound
Andy Samberg,Cristin Milioti,Peter Gallagher,Andy Samberg Cristin Milioti Peter Gallagher Max Barbakow Comedy Romance Science Fiction,Max Barbakow,Comedy Romance Science Fiction,palm springs
Nia Long,Omar Epps,Stephen Bishop,Nia Long Omar Epps Stephen Bishop Peter Sullivan Thriller,Peter Sullivan,Thriller,fatal affair
Annabelle Wallis,Hero Fiennes-Tiffin,Nikolaj Coster-Waldau,Annabelle Wallis Hero Fiennes-Tiffin Nikolaj Coster-Waldau Robin Pront Action Thriller,Robin Pront,Action Thriller,the silencing
Lucy Hale,Leonidas Gulaptis,Jackie Cruz,Lucy Hale Leonidas Gulaptis Jackie Cruz The Brothers Riedell Comedy Romance,The Brothers Riedell,Comedy Romance,a nice girl like you
Brenton Thwaites,Theo Rossi,Skylar Astin,Brenton Thwaites Theo Rossi Skylar Astin Eric Bress Horror Thriller War Fantasy,Eric Bress,Horror Thriller War Fantasy,ghosts of war
John Krasinski,Emily Blunt,Ian McKellen,"John Krasinski Emily Blunt Ian McKellen Scott Christian Sava, Tony Bancroft Comedy Animation Adventure","Scott Christian Sava, Tony Bancroft",Comedy Animation Adventure,animal crackers
Joey King,Joel Courtney,Jacob Elordi,Joey King Joel Courtney Jacob Elordi Vince Marcello Comedy Romance,Vince Marcello,Comedy Romance,the kissing booth 2
Dan Stevens,Alison Brie,Sheila Vand,Dan Stevens Alison Brie Sheila Vand Dave Franco Horror,Dave Franco,Horror,the rental
Tania Raymonde,Nathaniel Buzolic,Emerson Brooks,Tania Raymonde Nathaniel Buzolic Emerson Brooks John Pogue Action Horror Science Fiction,John Pogue,Action Horror Science Fiction,deep blue sea 3
Katie Holmes,Josh Lucas,Jerry O'Connell,Katie Holmes Josh Lucas Jerry O'Connell Andy Tennant Drama Romance,Andy Tennant,Drama Romance,the secret: dare to dream
Gemma Arterton,Gugu Mbatha-Raw,Penelope Wilton,Gemma Arterton Gugu Mbatha-Raw Penelope Wilton Jessica Swale Drama War Romance,Jessica Swale,Drama War Romance,summerland
Kate Lyn Sheil,Jane Adams,Kentucker Audley,Kate Lyn Sheil Jane Adams Kentucker Audley Amy Seimetz Drama,Amy Seimetz,Drama,she dies tomorrow
Bobby Soto,Shia LaBeouf,Cinthya Carmona,Bobby Soto Shia LaBeouf Cinthya Carmona David Ayer Action Crime Drama,David Ayer,Action Crime Drama,the tax collector
Mark Rylance,Johnny Depp,Robert Pattinson,Mark Rylance Johnny Depp Robert Pattinson Ciro Guerra Drama History,Ciro Guerra,Drama History,waiting for the barbarians
Jamie Foxx,Joseph Gordon-Levitt,Dominique Fishback,"Jamie Foxx Joseph Gordon-Levitt Dominique Fishback Henry Joost, Ariel Schulman Action Crime Science Fiction","Henry Joost, Ariel Schulman",Action Crime Science Fiction,project power
Adam DeVine,Gillian Jacobs,Jeffrey Tambor,Adam DeVine Gillian Jacobs Jeffrey Tambor Mark Waters Family Fantasy Comedy,Mark Waters,Family Fantasy Comedy,magic camp
Joe Keery,Sasheer Zamata,Mischa Barton,Joe Keery Sasheer Zamata Mischa Barton Eugene Kotlyarenko Horror Comedy Crime Thriller,Eugene Kotlyarenko,Horror Comedy Crime Thriller,spree
Sam Rockwell,Angelina Jolie,Danny DeVito,Sam Rockwell Angelina Jolie Danny DeVito Thea Sharrock Family Comedy Drama,Thea Sharrock,Family Comedy Drama,the one and only ivan
Russell Crowe,Caren Pistorius,Gabriel Bateman,Russell Crowe Caren Pistorius Gabriel Bateman Derrick Borte Action Thriller,Derrick Borte,Action Thriller,unhinged
Ethan Hawke,Eve Hewson,Ebon Moss-Bachrach,Ethan Hawke Eve Hewson Ebon Moss-Bachrach Michael Almereyda Drama History,Michael Almereyda,Drama History,tesla
Shameik Moore,T.I.,Demetrius Shipp Jr.,Shameik Moore T.I. Demetrius Shipp Jr. RZA Action Crime Drama Thriller,RZA,Action Crime Drama Thriller,cut throat city
Charlie Plummer,Andy García,Taylor Russell,Charlie Plummer Andy García Taylor Russell Thor Freudenthal Drama Romance,Thor Freudenthal,Drama Romance,words on bathroom walls
John David Washington,Robert Pattinson,Elizabeth Debicki,John David Washington Robert Pattinson Elizabeth Debicki Christopher Nolan Action Thriller Science Fiction,Christopher Nolan,Action Thriller Science Fiction,tenet
Keanu Reeves,Alex Winter,Kristen Schaal,Keanu Reeves Alex Winter Kristen Schaal Dean Parisot Comedy Science Fiction Adventure,Dean Parisot,Comedy Science Fiction Adventure,bill & ted face the music
Maisie Williams,Anya Taylor-Joy,Charlie Heaton,Maisie Williams Anya Taylor-Joy Charlie Heaton Josh Boone Horror Science Fiction Mystery Action,Josh Boone,Horror Science Fiction Mystery Action,the new mutants
Dev Patel,Aneurin Barnard,Peter Capaldi,Dev Patel Aneurin Barnard Peter Capaldi Armando Iannucci Comedy,Armando Iannucci,Comedy,the personal history of david copperfield
Jesse Plemons,Jessie Buckley,Toni Collette,Jesse Plemons Jessie Buckley Toni Collette Charlie Kaufman Drama Mystery Thriller Fantasy,Charlie Kaufman,Drama Mystery Thriller Fantasy,i'm thinking of ending things
Vincent Martella,Ashley Tisdale,David Errigo Jr.,Vincent Martella Ashley Tisdale David Errigo Jr. Bob Bowen Family Animation Science Fiction Comedy TV Movie,Bob Bowen,Family Animation Science Fiction Comedy TV Movie,phineas and ferb the movie: candace against the universe
Auliʻi Cravalho,Rhenzy Feliz,Judy Reyes,Auliʻi Cravalho Rhenzy Feliz Judy Reyes Brett Haley Drama,Brett Haley,Drama,all together now
Genesis Rodriguez,Vincent Piazza,Louis Cancelmi,Genesis Rodriguez Vincent Piazza Louis Cancelmi Brendan Walsh Thriller,Brendan Walsh,Thriller,centigrade
Skyler Gisondo,Eduardo Franco,Dexter Darden,Skyler Gisondo Eduardo Franco Dexter Darden Jeremy Garelick Comedy,Jeremy Garelick,Comedy,the binge
Liu Yifei,Donnie Yen,Tzi Ma,Liu Yifei Donnie Yen Tzi Ma Niki Caro Animation Family Adventure,Niki Caro,Animation Family Adventure,mulan
John Leguizamo,Jorge Lendeborg Jr.,Angel Bismark Curiel,John Leguizamo Jorge Lendeborg Jr. Angel Bismark Curiel John Leguizamo Drama,John Leguizamo,Drama,critical thinking
Maisie Williams,Sylvester McCoy,Rita Tushingham,Maisie Williams Sylvester McCoy Rita Tushingham Julius Berg Thriller Horror,Julius Berg,Thriller Horror,the owners
